Text;Top5%;Emoji_1;Emoji_2;Emoji_3;Emoji_4;Emoji_5;Pct_1;Pct_2;Pct_3;Pct_4;Pct_5
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>";0.70203310623764992;48;16;24;11;47;0.355919;0.139773;0.0764548;0.0726301;0.057256
</b>   Not saying anything at the moment.;0.45937362685799599;16;24;63;50;47;0.143376;0.132424;0.0884068;0.0574408;0.0377263
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             This is your money?";0.62561854161322117;16;24;47;48;54;0.35114;0.143832;0.0576917;0.0498348;0.0231198
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             If I were to tell you ""no it
             isn't...""";0.34793184325098991;24;16;48;11;47;0.0925787;0.0871598;0.0811328;0.0455172;0.0415434
</b>   Dargus smiles.;0.52489149942994118;16;24;53;48;47;0.18721;0.153914;0.0685649;0.0580068;0.0571956
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             You should know if you bring in
             anything over ten thousand you have
             to declare it. You forgot or what?
             You could get a two hundred and fifty
             thousand dollar fine, plus two years
             in prison. Now you want to talk to us
             about it, or you want to talk to
             Customs?";0.25047580152750015;16;48;24;63;50;0.0708945;0.0561319;0.0524914;0.040953;0.0300051
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             I'm not saying another word.";0.49292927607893944;16;48;24;11;49;0.161093;0.142235;0.0761148;0.0609113;0.0525748
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             Listen, Jackie, Hope you don't mind
             if I call you Jackie. They're a bunch
             of fuckin' pricks in Customs.
             Something about that job makes them
             kinda hard to get along with. Now, do
             you want to talk with a bunch of
             suspicious, disagreeable people like
             them, or a couple good-hearted guys
             like Mark and myself.";0.39470408856868744;48;11;32;55;58;0.136645;0.0841493;0.0616475;0.0582079;0.054054
</b>   Nicolet smiles.;0.52489149942994118;16;24;53;48;47;0.18721;0.153914;0.0685649;0.0580068;0.0571956
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"CLOSEUP JACKIE
</b>";0.67733936756849289;16;48;24;47;11;0.236867;0.206974;0.109148;0.0786596;0.0456902
</b>   Doesn't smile back.;0.29093165695667267;46;16;24;56;43;0.0982104;0.0942703;0.0355444;0.0338688;0.0290378
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DISSOLVE TO:
</b>";0.4914630725979805;48;16;24;11;47;0.178272;0.0975257;0.0913755;0.0729171;0.0513731
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"CLOSEUP JACKIE
</b>";0.67733936756849289;16;48;24;47;11;0.236867;0.206974;0.109148;0.0786596;0.0456902
"</b>   Sitting in a chair facing the two offscreen detectives.
   Jackie lights up a cigarette. We don't leave the CLOSEUP
   until noted.";0.39208338782191277;11;48;42;41;63;0.106193;0.104617;0.0706932;0.0558171;0.0547632
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"INT. DARGUS OFFICE - DAY
</b>";0.49807649850845337;16;48;24;11;47;0.250501;0.0953797;0.0697262;0.0450937;0.037376
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS (O.S.)
</b>             Hey, this is my office. There's no
             smoking.";0.24892738461494446;24;16;31;30;54;0.0700966;0.0509021;0.0488579;0.040826;0.0382448
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Arrest me.";0.51248610019683838;48;11;16;24;47;0.243686;0.088303;0.0750005;0.0711407;0.0343556
</b>   Nicolet laughs O.S.;0.57471562922000885;16;24;47;63;8;0.288072;0.133027;0.0671259;0.0571893;0.0293016
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS (O.S.)
</b>             We could, smart ass... or we could
             work out what's known as a
             Substantial Assistance Agreement.
             That is if you're willing to
             cooperate. Tell us who gave you the
             money and who you're giving it to.";0.33645818382501602;57;16;24;50;54;0.160009;0.0522296;0.0508308;0.0367906;0.0365983
</b>   Jackie doesn't sat anything... she just smokes.;0.27906734682619572;16;24;63;39;52;0.11404;0.0573181;0.0424891;0.0356182;0.0296023
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET (O.S.)
</b>             You got a good lawyer?";0.46238982304930687;24;16;47;41;63;0.179375;0.147749;0.0633146;0.043359;0.0285922
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS (O.S.)
</b>             Can she afford a good one is the
             question. Otherwise she'll be in
             Sybill Brand three weeks easy before
             the Public Defender gets around to
             her.";0.25615027919411659;16;24;33;54;41;0.0845151;0.0682646;0.0378643;0.0327649;0.0327412
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET (O.S.)
</b>             Ever heard of a fella named Beaumont
             Livingston?";0.35804307088255882;16;24;41;47;63;0.118149;0.106892;0.0541235;0.0394546;0.0394244
</b>   Not a word.;0.35614347085356712;24;16;48;63;33;0.101219;0.0873433;0.066002;0.0543338;0.0472453
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET (O.S.) (CONT'D)
</b>             Don't know Beaumont? That's funny
             'cause Beaumont knows you. Well he
             did know you, Beaumont was found in
             the trunk of a car - dead. Shot
             twice. Once in the head and once in
             the chest.";0.26955096051096916;16;24;54;50;41;0.0673943;0.0643104;0.0488894;0.044973;0.0439838
"</b>   Jackie, she puts the ""ool"" in ""cool.""";0.28107388131320477;16;24;31;30;47;0.104779;0.0636808;0.0485831;0.0359357;0.0280951
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET (O.S.) (CONT'D)
</b>             I had the chance to talk to Beaumont
             yesterday. You see, like you,
             Beaumont found himself in some hot
             water. He was looking at ten years he
             was pretty sure he didn't want to do
             and was understandably concerned. Now
             maybe you don't know Beaumont, but
             Beaumont knew you, and maybe so does
             the guy who blew Beaumont's head off.";0.48762423172593117;16;24;47;48;63;0.20323;0.139446;0.0628993;0.045325;0.0367237
</b>   Not a word.;0.35614347085356712;24;16;48;63;33;0.101219;0.0873433;0.066002;0.0543338;0.0472453
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS (O.S.)
</b>             If you don't want to talk to us, I
             guess we'll just have to hand you
             over to Customs.";0.28925665095448494;24;16;47;63;30;0.0951826;0.0598102;0.0529272;0.0462852;0.0350515
</b>   Jackie puts out her cigarette.;0.41567428782582283;39;24;16;47;52;0.130157;0.0967424;0.0902481;0.0541558;0.0443713
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Okay, let's go.";0.52295374497771263;16;48;24;11;57;0.220203;0.143803;0.0713565;0.0464465;0.0411454
</b>   She stares down the cops.;0.31205110251903534;41;16;24;47;42;0.0808082;0.0800509;0.0634465;0.0442321;0.0435133
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS AND NICOLET
</b>";0.65240748971700668;16;48;24;47;11;0.324878;0.116475;0.101788;0.0768387;0.0324274
"</b>   We cut to the detective and the special agent for the
   first time in the scene.";0.38663626089692116;31;33;41;63;16;0.130713;0.0834746;0.0646302;0.0544217;0.0533965
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             You know, Miss Brown, there's
             basically three types of people that
             we come along in the performance of
             our duty. One is, INNOCENT PEOPLE.
             Victims, witnesses, innocent
             bystanders... You ain't any of these.
             Then there's two; CRIMINALS. These
             sonabitches have dedicated their
             lives to a life outside the law. That
             ain't you either. Where you belong is
             the third category. The category we
             refer to as LOSERS.";0.3278517983853817;24;47;16;8;50;0.122156;0.0774445;0.0576289;0.0364828;0.0341395
"</b>   Jackie's eyes don't even narrow at the insult. She just
   says without expression;";0.40564908087253571;24;16;63;47;41;0.209327;0.0541989;0.0518617;0.0506326;0.039629
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             I'm not a loser.";0.36697747185826302;16;48;11;24;47;0.120386;0.10678;0.0527078;0.0442321;0.0428712
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             Oh, you're both? In 1985 you were
             flying for TWA and got busted for
             carrying drugs. You were carrying
             them for a pilot husband of yours. He
             did time and you got off. But that
             ended your career with the big
             airlines. Cut to thirteen years
             later. You're forty-four years of
             age. You're flying for the shittiest
             little shuttle-fucking piece of shit
             Mexican airline that there is. Where
             you make a whopping twelve-thousand
             dollars a year. That ain't a hulluva
             lot to show for a twenty year career.
             And to top it off, you're going to
             jail. Now true, the judge, even with
             your prior, will probably only give
             you a year or two. But this doesn't
             seem like the time of life you got
             years to throw away.
                   (pause)
             Now, we don't like trying losers like
             they're criminals. But in the absence
             of a criminal, we will try you. Now,
             wasn't this money given to you by an
             American living in Mexico by the name
             of Cedric Walker?";0.20707594603300095;16;11;33;51;30;0.0500157;0.0445444;0.042371;0.0360189;0.034126
</b>   Jackie remains unmoved by this monologue.;0.49507244303822517;24;16;63;47;21;0.192394;0.107343;0.0988046;0.0660819;0.0304488
</b>   Nicolet joins back in.;0.5404135137796402;24;16;47;63;48;0.195503;0.159321;0.0777092;0.061913;0.0459672
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             You know, ol' Beaumont wasn't much
             for talkin', either. Yeah, he told us
             about you and Mr. Walker, but whoever
             the hell it was he worked for out
             here, he wouldn't say. Could it be
             the same person you were supposed to
             deliver this money to?";0.33987808786332607;16;24;47;50;33;0.132276;0.0996482;0.0528524;0.0287458;0.0263559
</b>   Jackie just stares at them, saying nothing.;0.35838290303945541;16;24;41;63;47;0.135551;0.073329;0.0668966;0.0467478;0.0358587
"</b>   Dargus sits behind his desk, with Jackie's flight bag on
   it.";0.46177892759442329;16;24;63;48;47;0.142115;0.13402;0.0843813;0.0541326;0.0471298
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             I'd like your permission to open this
             again. So we'll know exactly how much
             money we're talkin' about here.";0.52289936691522598;48;16;24;11;31;0.203659;0.180605;0.0601067;0.0486962;0.0298324
"</b>   Jackie gets up from her chair, walks over to the desk,
   unzips the bag, takes out the manila envelope and drops
   it on the desk.";0.39124492928385735;48;11;24;63;33;0.103499;0.0942533;0.0733783;0.069146;0.0509685
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Help yourself.";0.5816643163561821;48;24;11;16;47;0.297772;0.136656;0.0592385;0.0486448;0.0393531
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             While you're at it, let me see what
             else is in there. You mind?";0.38376994431018829;16;24;50;48;11;0.18693;0.0579981;0.0481265;0.0480974;0.0426176
</b>   She reaches in the bag and brings out a pocketbook.;0.46686710044741631;24;63;16;47;8;0.148354;0.113617;0.0995732;0.0716901;0.0336323
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             My pocketbook.";0.50300886109471321;24;48;16;47;11;0.152715;0.126984;0.0952983;0.0791922;0.0488194
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             What's in it?";0.49841400980949402;16;24;48;47;54;0.232559;0.105829;0.0705704;0.0550303;0.0344247
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Beauty products.";0.73639013804495335;24;47;16;63;8;0.464323;0.128328;0.0595768;0.0549992;0.0291632
</b>   Nicolet takes the manila envelope.;0.53659771755337715;16;24;47;63;46;0.27238;0.116498;0.0580052;0.0517363;0.0379784
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             I'll count the money.";0.48111162707209587;48;24;16;13;11;0.129143;0.119452;0.117739;0.0593744;0.0554039
"</b>   Dargus points at a clear plastic bag with pills and
   packets in it.";0.39327613264322281;16;24;63;33;48;0.143027;0.092132;0.0689973;0.0458395;0.0432807
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             What's this?";0.60846489854156971;16;24;48;47;41;0.454259;0.0615498;0.0394407;0.0349544;0.0182612
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             That's my diet shit.";0.33053125813603401;48;16;24;11;13;0.129689;0.0826572;0.0453071;0.040996;0.0318821
</b>   Nicolet takes out the bills from the envelope.;0.41752961650490761;24;16;63;48;47;0.117078;0.111146;0.0784184;0.0562284;0.0546592
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             Let's see what else is in there.";0.48682684823870659;16;48;24;47;41;0.233658;0.113648;0.0757512;0.0320758;0.0316941
"</b>   Nicolet takes the bills and looks inside the envelope.
   His expression changes to a shit-eating grin.";0.41419806331396103;16;24;47;50;44;0.146652;0.126561;0.0528169;0.0473043;0.0408646
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             Oh, Miss Brown?";0.54558467119932175;16;24;48;47;11;0.263589;0.116397;0.0909214;0.0450365;0.0296412
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Yeah?";0.49386618286371231;16;48;24;11;47;0.144783;0.137759;0.105793;0.058632;0.0468986
"</b>   Nicolet pulls out a clear cellophane sandwich bag with a
   half-inch or so of white powder inside.";0.35612369328737259;16;63;24;33;48;0.113369;0.0886101;0.055896;0.0548565;0.0433917
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             And what would this be, Sweet and
             Low?";0.49961599335074425;16;48;11;24;63;0.286574;0.0623632;0.0573915;0.051309;0.0419784
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             What the fuck is that shit?";0.30280333757400513;48;39;51;11;42;0.0886709;0.0650939;0.0581508;0.0461463;0.0447414
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             I know what it looks like.";0.37891021370887756;16;48;24;41;31;0.157102;0.102581;0.0451274;0.0381957;0.0359046
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             You planted that shit on me.";0.34124321490526199;48;16;24;13;11;0.102841;0.0741052;0.0642996;0.0609402;0.0390577
</b>   Nicolet and Dargus laugh at that.;0.59051753208041191;16;24;47;53;30;0.371323;0.111469;0.0512198;0.0321105;0.0243947
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Look, that shit ain't mine.";0.35020498931407928;56;13;38;48;30;0.128162;0.0647475;0.0619838;0.0593458;0.0359656
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>                   (to Dargus)
             It isn't enough for Trafficking, but
             how 'bout Posession with the Intent
             to Distribute?";0.23954139277338982;16;24;22;41;53;0.0772379;0.0487935;0.0462913;0.0346421;0.0325766
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             Oh, I wouldn't be so sure. What with
             all the cash, I think I could go with
             Conspiracy to Traffic.";0.24737860634922981;11;48;16;41;31;0.0616225;0.0509588;0.0505909;0.0428149;0.0413915
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             I'm tellin' you, I don't know nothin'
             about that fuckin' shit.";0.40435881167650223;48;11;42;13;37;0.160595;0.123526;0.0518695;0.0358584;0.0325092
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"NICOLET
</b>             Well then, Miss Brown. Why don't you
             have a seat and tell us who might
             know something about this fuckin'
             shit.";0.37222056090831757;32;55;37;16;48;0.106158;0.0984322;0.0731642;0.0506447;0.0438212
"</b>   Jackie just looks at the two grinning Cheshire cats as
   the balance of power rolls over on her.";0.43005717545747757;16;24;47;63;33;0.238942;0.0771156;0.0523621;0.0328281;0.0288091
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"CUT TO:
</b>";0.49852761998772621;16;48;24;47;11;0.178556;0.158602;0.0620775;0.0497987;0.0494941
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"EXT. TORRANCE MUNICIPAL COURTHOUSE - DAY
</b>";0.87673986935988069;24;16;47;48;11;0.416721;0.270618;0.166953;0.0148408;0.00760618
"</b>   A Los Angeles County Jail bus pulls up behind the
   Torrance Court House.";0.42118042334914207;24;48;13;30;16;0.166735;0.069358;0.0684354;0.0624488;0.0542035
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"INT. COUNTY JAIL BUS - DAY
</b>";0.39886566251516342;16;48;11;24;47;0.1575;0.10071;0.0561095;0.0527652;0.0317811
"</b>   Jackie, now wearing County Jail blues, sits next to
   another BLACK WOMAN. Their hands cuffed together.";0.28761413134634495;24;47;16;46;8;0.130086;0.0515775;0.0481851;0.02993;0.0278351
"</b>   The bus stops. A rough-looking FEMALE COUNTY SHERIFF
   unlocks the gate that encloses the prisoners. Then
   explains in a you-better-do-exactly-what-I-say manner,
   how they're going to leave the bus.";0.33711829036474228;24;16;48;11;42;0.110172;0.10405;0.0456468;0.038992;0.0382579
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"EXT. COUNTY JAIL BUS - DAY
</b>";0.8366492222994566;16;24;47;48;11;0.340793;0.331578;0.137626;0.0152425;0.0114095
"</b>   MANY WOMEN, including Jackie, all wearing county blues
   and handcuffed to each other, exit the bus.";0.40832897834479809;24;16;30;63;47;0.142548;0.108892;0.0847121;0.0410126;0.0311636
"</b>   The SHERIFFS lead them into the back entrance to the
   court house.";0.47136411070823669;16;24;47;33;30;0.212571;0.110481;0.0564816;0.0493369;0.0424939
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"INT. HALLWAY COURTHOUSE - DAY
</b>";0.5013454295694828;16;48;24;11;47;0.162878;0.158489;0.0715544;0.0712975;0.037126
"</b>   Dargus and Nicolet confer with the PUBLIC DEFENDER, an
   attractive blonde woman in a nice business suit.";0.46482324600219727;24;63;33;50;16;0.164517;0.0849578;0.0752842;0.0732341;0.0668298
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             If she'll cooperate with us, we'll
             turn possession with intent into
             plain ol' Possession, and she can
             bond outta here for one thousand
             bucks. If she doesn't help us, we'll
             go for the Intent and request a
             twenty-five-thousand dollar bond.";0.30869586765766144;24;42;16;47;44;0.0887658;0.0713815;0.0638932;0.04587;0.0387853
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"INT. COURTROOM - DAY
</b>";0.56193942576646805;48;16;11;24;47;0.221301;0.135057;0.0874453;0.0782077;0.0399283
"</b>   Jackie and the Public Defender. Jackie, in her county
   blues; Public Defender in her nice suit.";0.40659373998641968;24;16;33;47;11;0.161485;0.0852394;0.0625711;0.0573857;0.0399124
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             You tell those guys they'll have to
             do one helluva lot better than that
             before I'll even say 'hi' to them.";0.26755112782120705;16;22;24;34;33;0.129651;0.0493416;0.0329884;0.0287842;0.0267863
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"PUBLIC DEFENDER
</b>             Well, that's the State's offer. If
             you plead to possession and tell
             L.A.P.D. what they want to know, your
             bond will be set at one-thousand
             dollars. If you don't, L.A.P.D. will
             request one at twenty- five thousand
             based on your prior record and risk
             of flight. If you don't post it or
             don't know anyone who can, you'll
             spend six to eight weeks in County
             before your arraignment comes up.";0.35044214874505997;48;11;16;24;30;0.110771;0.0899872;0.0622434;0.0467677;0.0406732
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             Who's side are you on?";0.51532408967614174;48;16;11;24;47;0.223612;0.108403;0.0747992;0.0674717;0.0410379
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"PUBLIC DEFENDER
</b>             I beg your pardon?";0.2539941743016243;24;34;11;48;52;0.0615645;0.0555385;0.0501136;0.0447915;0.0419861
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             What if I plead guilty?";0.32164502143859863;48;16;41;24;11;0.104478;0.0763732;0.0601252;0.043233;0.0374357
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"PUBLIC DEFENDER
</b>             And cooperate? You might get
             probation.";0.23675810173153877;42;55;37;32;16;0.0673084;0.0484813;0.0447492;0.0409166;0.0353026
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JACKIE
</b>             If I don't cooperate?";0.23126648366451263;16;51;42;24;20;0.0848284;0.0446433;0.0355365;0.0336092;0.0326491
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"PUBLIC DEFENDER
</b>             With the prior? You could get
             anywhere from a year to five
             depending on the judge. You want to
             think about it? You got two minutes
             before we're up.";0.23921835422515869;50;58;42;54;31;0.0612389;0.0516794;0.042695;0.042386;0.0412189
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"COURT IN SESSION
</b>";0.26114102452993393;48;16;21;37;45;0.0825519;0.063837;0.0413217;0.0400545;0.033376
"</b>   It's a full schedule in court today. Jackie sits with a
   bunch of other females wearing county blues in the
   defendant's area (where the jury sits during a jury
   trial)";0.28258373588323593;16;33;24;61;47;0.11083;0.0632991;0.0387989;0.0358219;0.0338334
</b>   Dargus and Nicolet sit in the courtroom.;0.43776219338178635;24;16;63;48;47;0.129209;0.115604;0.0730297;0.0633074;0.0566122
</b>   The JUDGE reads the next case.;0.46021247655153275;24;16;63;30;48;0.143216;0.141383;0.0672891;0.0564332;0.0518912
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JUDGE
</b>             Brown. Case number 700324.";0.50322895869612694;16;24;48;30;47;0.190156;0.133436;0.078991;0.0571923;0.0434536
</b>   Jackie rises amongst the other defendants.;0.59440173208713531;24;16;63;47;30;0.213497;0.178566;0.0969551;0.0718672;0.0335168
</b>   The P.D. rises.;0.51482879742980003;24;16;63;47;48;0.187087;0.134219;0.0761017;0.0695614;0.0478591
</b>   Dargus, the arresting officer, rises.;0.47340821474790573;24;16;63;47;48;0.161838;0.120469;0.0912625;0.0610552;0.0387833
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JUDGE
</b>             The charge is possession of Narcotics
             with the Intent to Distribute. How
             does your client plead?";0.26266814395785332;41;16;22;50;55;0.0644887;0.0566239;0.0534485;0.0486826;0.0394245
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"PUBLIC DEFENDER
</b>             She wishes to stand mute, your honor.";0.47084210440516472;24;16;47;63;48;0.16281;0.159927;0.0746818;0.0425597;0.0308636
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JUDGE
</b>             Very well...
                   (to Dargus)
             ... Detective Dargus - You're the
             arresting officer in his case,
             correct?";0.32136719673871994;33;50;31;41;54;0.11608;0.0606178;0.0556579;0.0450792;0.0439321
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             That's correct, your honor.";0.7081216536462307;16;24;47;48;33;0.377793;0.17974;0.0896957;0.0376571;0.023236
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JUDGE
</b>             You have a recommendation for bail?";0.39628315716981888;16;24;30;41;33;0.219886;0.052189;0.0467228;0.0431228;0.0343621
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"DARGUS
</b>             Yes, I do, your honor. Based on the
             defendant's prior conviction and the
             extreme possibility of flight due to
             her occupation, the State requests a
             bond of no less than twenty-five
             thousand.";0.44503495097160339;24;16;47;63;21;0.148615;0.135879;0.0649981;0.0544465;0.0410968
</b>   The Judge looks at the report, then at Jackie...;0.34149693325161934;16;24;41;50;30;0.174506;0.0733363;0.0336362;0.0323342;0.0276845
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
"JUDGE
</b>             I'll set bond at ten thousand and set
             the date of August 14th for the
             arraignment.";0.32891292497515678;42;13;48;16;30;0.0974402;0.0676922;0.0649953;0.0501602;0.0486251
</b>;0.6023625023663044;16;24;47;48;63;0.359805;0.0915905;0.070295;0.042295;0.0383767
